id_venda;operador;valor_total;forma_pagamento;data_venda
38863;Caixa Simulador;54,50;PIX;27/03/2025 16:56
37922;Caixa Simulador;28,00;DÉBITO;27/03/2025 16:49
17852;Caixa Simulador;22,00;PIX;27/03/2025 16:47
28514;Caixa Simulador;114,00;DÉBITO;27/03/2025 16:39
8524;Caixa Simulador;35,00;DINHEIRO;27/03/2025 16:26
2037;Caixa Simulador;129,00;DÉBITO;27/03/2025 16:15
22619;Caixa Simulador;36,00;PIX;27/03/2025 16:14
13419;Caixa Simulador;50,00;DÉBITO;27/03/2025 16:03
15118;Caixa Simulador;46,00;DINHEIRO;27/03/2025 12:37
22953;Caixa Simulador;73,00;DINHEIRO;27/03/2025 11:19
17680;Caixa Simulador;92,00;CRÉDITO;27/03/2025 11:17
7274;Caixa Simulador;1,00;DÉBITO;27/03/2025 08:58
3841;Caixa Simulador;48,00;PIX;27/03/2025 08:54
16019;Caixa Simulador;18,00;CRÉDITO;27/03/2025 08:54
39393;Caixa Simulador;58,00;DÉBITO;27/03/2025 08:35
28400;Caixa Simulador;72,00;CRÉDITO;27/03/2025 08:34
19261;Caixa Simulador;2,50;CRÉDITO;27/03/2025 08:30
27769;Caixa Simulador;22,00;CRÉDITO;27/03/2025 08:24
35636;Caixa Simulador;23,00;DÉBITO;27/03/2025 08:19
12353;Caixa Simulador;43,00;CRÉDITO;27/03/2025 08:15
32734;Caixa Simulador;79,00;CRÉDITO;27/03/2025 08:13
14723;Caixa Simulador;37,00;PIX;27/03/2025 08:13
28039;Caixa Simulador;18,00;CRÉDITO;27/03/2025 08:07
29910;Caixa Simulador;1,00;CRÉDITO;27/03/2025 08:04
26970;Caixa Simulador;103,50;PIX;27/03/2025 08:02
22597;Caixa Simulador;1,50;DINHEIRO;27/03/2025 07:55
28014;Caixa Simulador;36,50;CRÉDITO;27/03/2025 07:39
28817;Caixa Simulador;14,50;DÉBITO;27/03/2025 07:38
26223;Caixa Simulador;14,00;DÉBITO;27/03/2025 07:30
2845;Caixa Simulador;119,00;CRÉDITO;27/03/2025 07:14
35274;Caixa Simulador;44,50;CRÉDITO;27/03/2025 07:08
18285;Caixa Simulador;64,00;DINHEIRO;27/03/2025 06:55
36829;Caixa Simulador;26,00;CRÉDITO;27/03/2025 06:53
15223;Caixa Simulador;14,50;DÉBITO;27/03/2025 06:48
34478;Caixa Simulador;67,00;DINHEIRO;27/03/2025 06:06
27823;Caixa Simulador;30,50;PIX;27/03/2025 06:02
38543;Caixa Simulador;12,00;CRÉDITO;27/03/2025 05:43
22300;Caixa Simulador;16,00;DINHEIRO;27/03/2025 05:41
26191;Caixa Simulador;6,00;PIX;27/03/2025 03:09
26164;Caixa Simulador;50,00;CRÉDITO;27/03/2025 02:52
3379;Caixa Simulador;72,50;DINHEIRO;27/03/2025 02:32
31328;Caixa Simulador;126,50;DINHEIRO;27/03/2025 02:29
7804;Caixa Simulador;57,00;PIX;27/03/2025 01:01
29561;Caixa Simulador;45,00;CRÉDITO;27/03/2025 00:40
8736;Caixa Simulador;24,00;PIX;26/03/2025 23:21
881;Caixa Simulador;50,00;DÉBITO;26/03/2025 22:35
10197;Caixa Simulador;9,00;DÉBITO;26/03/2025 21:28
36515;Caixa Simulador;15,00;DINHEIRO;26/03/2025 20:24
35986;Caixa Simulador;57,00;CRÉDITO;26/03/2025 20:22
4445;Caixa Simulador;25,00;DÉBITO;26/03/2025 19:41
31061;Caixa Simulador;62,50;DINHEIRO;26/03/2025 19:25
15178;Caixa Simulador;22,00;DINHEIRO;26/03/2025 18:50
15395;Caixa Simulador;6,00;PIX;26/03/2025 18:42
17143;Caixa Simulador;39,00;CRÉDITO;26/03/2025 18:32
36237;Caixa Simulador;97,00;DÉBITO;26/03/2025 18:23
5615;Caixa Simulador;32,00;CRÉDITO;26/03/2025 18:11
39053;Caixa Simulador;24,00;DINHEIRO;26/03/2025 18:10
23368;Caixa Simulador;25,00;DINHEIRO;26/03/2025 17:57
10867;Caixa Simulador;29,00;PIX;26/03/2025 17:55
13338;Caixa Simulador;60,00;PIX;26/03/2025 17:53
15362;Caixa Simulador;20,50;CRÉDITO;26/03/2025 17:50
3183;Caixa Simulador;40,50;CRÉDITO;26/03/2025 17:48
4759;Caixa Simulador;38,50;DÉBITO;26/03/2025 17:29
17856;Caixa Simulador;14,00;CRÉDITO;26/03/2025 17:16
19735;Caixa Simulador;73,00;DÉBITO;26/03/2025 17:05
24312;Caixa Simulador;59,50;CRÉDITO;26/03/2025 16:46
26413;Caixa Simulador;110,00;PIX;26/03/2025 16:43
36892;Caixa Simulador;56,50;CRÉDITO;26/03/2025 16:39
32267;Caixa Simulador;56,00;DÉBITO;26/03/2025 16:39
32888;Caixa Simulador;36,00;DINHEIRO;26/03/2025 16:22
310;Caixa Simulador;25,50;DÉBITO;26/03/2025 16:12
34670;Caixa Simulador;82,00;DINHEIRO;26/03/2025 16:02
2512;Caixa Simulador;9,50;DÉBITO;26/03/2025 14:13
22936;Caixa Simulador;102,00;DINHEIRO;26/03/2025 13:26
6478;Caixa Simulador;29,00;DÉBITO;26/03/2025 12:25
39976;Caixa Simulador;49,00;DINHEIRO;26/03/2025 11:28
31629;Caixa Simulador;75,00;CRÉDITO;26/03/2025 10:45
29416;Caixa Simulador;24,00;PIX;26/03/2025 10:08
20788;Caixa Simulador;17,00;DÉBITO;26/03/2025 09:32
6661;Caixa Simulador;60,50;CRÉDITO;26/03/2025 09:11
16232;Caixa Simulador;12,00;CRÉDITO;26/03/2025 08:47
23831;Caixa Simulador;18,00;DINHEIRO;26/03/2025 08:45
33653;Caixa Simulador;54,50;DINHEIRO;26/03/2025 08:38
33853;Caixa Simulador;54,00;DINHEIRO;26/03/2025 08:25
7637;Caixa Simulador;39,00;DÉBITO;26/03/2025 07:53
21146;Caixa Simulador;30,00;CRÉDITO;26/03/2025 07:19
35698;Caixa Simulador;1,50;PIX;26/03/2025 07:15
11253;Caixa Simulador;14,00;CRÉDITO;26/03/2025 07:04
9616;Caixa Simulador;44,00;DINHEIRO;26/03/2025 07:02
34282;Caixa Simulador;106,00;DÉBITO;26/03/2025 06:53
27688;Caixa Simulador;72,00;DÉBITO;26/03/2025 06:27
19882;Caixa Simulador;27,00;DINHEIRO;26/03/2025 06:20
33423;Caixa Simulador;7,00;DINHEIRO;26/03/2025 06:14
28680;Caixa Simulador;38,50;PIX;26/03/2025 03:22
9341;Caixa Simulador;62,50;CRÉDITO;26/03/2025 00:51
22499;Caixa Simulador;66,00;PIX;26/03/2025 00:17
29655;Caixa Simulador;79,00;DÉBITO;25/03/2025 21:41
22883;Caixa Simulador;2,00;PIX;25/03/2025 21:22
34300;Caixa Simulador;78,00;CRÉDITO;25/03/2025 20:33
35319;Caixa Simulador;2,00;PIX;25/03/2025 20:00
32358;Caixa Simulador;13,50;PIX;25/03/2025 19:46
27907;Caixa Simulador;25,00;PIX;25/03/2025 19:33
37324;Caixa Simulador;25,50;PIX;25/03/2025 18:38
31711;Caixa Simulador;2,50;PIX;25/03/2025 18:38
15545;Caixa Simulador;35,00;PIX;25/03/2025 18:36
28627;Caixa Simulador;90,00;DÉBITO;25/03/2025 18:30
33563;Caixa Simulador;62,00;DÉBITO;25/03/2025 18:29
5045;Caixa Simulador;21,00;CRÉDITO;25/03/2025 18:29
4026;Caixa Simulador;33,00;CRÉDITO;25/03/2025 18:20
4181;Caixa Simulador;43,00;CRÉDITO;25/03/2025 18:14
3869;Caixa Simulador;48,50;PIX;25/03/2025 18:12
9357;Caixa Simulador;52,00;DINHEIRO;25/03/2025 18:11
38012;Caixa Simulador;27,00;DÉBITO;25/03/2025 17:53
19907;Caixa Simulador;12,50;DÉBITO;25/03/2025 17:47
38101;Caixa Simulador;22,00;PIX;25/03/2025 17:38
3854;Caixa Simulador;30,00;DINHEIRO;25/03/2025 17:02
23214;Caixa Simulador;128,00;PIX;25/03/2025 16:49
27468;Caixa Simulador;112,00;DÉBITO;25/03/2025 16:27
4354;Caixa Simulador;52,00;PIX;25/03/2025 16:15
9589;Caixa Simulador;59,00;DÉBITO;25/03/2025 16:06
39745;Caixa Simulador;72,50;DÉBITO;25/03/2025 13:57
15687;Caixa Simulador;92,00;CRÉDITO;25/03/2025 13:46
27226;Caixa Simulador;6,50;PIX;25/03/2025 13:33
24977;Caixa Simulador;15,00;DÉBITO;25/03/2025 12:41
31006;Caixa Simulador;36,00;DÉBITO;25/03/2025 11:40
10029;Caixa Simulador;34,00;DINHEIRO;25/03/2025 10:31
876;Caixa Simulador;48,00;CRÉDITO;25/03/2025 09:01
22307;Caixa Simulador;0,50;DINHEIRO;25/03/2025 08:57
38245;Caixa Simulador;49,00;CRÉDITO;25/03/2025 08:53
11267;Caixa Simulador;79,00;DÉBITO;25/03/2025 08:52
2092;Caixa Simulador;11,50;CRÉDITO;25/03/2025 08:44
10236;Caixa Simulador;2,50;DINHEIRO;25/03/2025 08:44
26113;Caixa Simulador;101,50;PIX;25/03/2025 08:32
33778;Caixa Simulador;97,00;CRÉDITO;25/03/2025 08:28
1267;Caixa Simulador;100,50;DINHEIRO;25/03/2025 08:19
32106;Caixa Simulador;35,00;DÉBITO;25/03/2025 08:16
38281;Caixa Simulador;29,50;PIX;25/03/2025 08:12
38367;Caixa Simulador;20,50;DINHEIRO;25/03/2025 08:07
32503;Caixa Simulador;8,00;DÉBITO;25/03/2025 07:55
1559;Caixa Simulador;55,00;CRÉDITO;25/03/2025 07:47
37577;Caixa Simulador;50,50;CRÉDITO;25/03/2025 07:18
38577;Caixa Simulador;30,00;DINHEIRO;25/03/2025 07:04
37640;Caixa Simulador;19,50;DINHEIRO;25/03/2025 07:01
16706;Caixa Simulador;98,50;CRÉDITO;25/03/2025 06:59
19430;Caixa Simulador;28,00;DINHEIRO;25/03/2025 06:57
15756;Caixa Simulador;23,00;DÉBITO;25/03/2025 06:56
8246;Caixa Simulador;18,00;DÉBITO;25/03/2025 06:53
19543;Caixa Simulador;101,00;PIX;25/03/2025 06:48
33835;Caixa Simulador;89,00;DÉBITO;25/03/2025 06:38
39113;Caixa Simulador;114,00;CRÉDITO;25/03/2025 06:36
18961;Caixa Simulador;8,00;CRÉDITO;25/03/2025 06:31
22407;Caixa Simulador;19,50;DÉBITO;25/03/2025 06:26
31200;Caixa Simulador;26,00;DÉBITO;25/03/2025 06:25
28810;Caixa Simulador;26,00;DÉBITO;25/03/2025 06:22
11781;Caixa Simulador;131,00;PIX;25/03/2025 06:19
30874;Caixa Simulador;27,00;CRÉDITO;25/03/2025 06:15
10782;Caixa Simulador;41,00;DINHEIRO;25/03/2025 06:05
26110;Caixa Simulador;61,00;PIX;25/03/2025 06:00
18324;Caixa Simulador;97,00;CRÉDITO;25/03/2025 05:57
12297;Caixa Simulador;2,00;DÉBITO;25/03/2025 05:26
699;Caixa Simulador;33,00;DINHEIRO;25/03/2025 05:00
6426;Caixa Simulador;6,00;PIX;25/03/2025 02:39
31024;Caixa Simulador;20,00;DINHEIRO;25/03/2025 01:28
28294;Caixa Simulador;6,00;CRÉDITO;25/03/2025 01:10
546;Caixa Simulador;0,50;CRÉDITO;24/03/2025 23:42
2125;Caixa Simulador;31,00;CRÉDITO;24/03/2025 23:12
20253;Caixa Simulador;41,50;CRÉDITO;24/03/2025 23:00
22479;Caixa Simulador;16,00;PIX;24/03/2025 21:23
16360;Caixa Simulador;137,50;PIX;24/03/2025 20:58
20615;Caixa Simulador;96,00;DÉBITO;24/03/2025 20:40
16081;Caixa Simulador;25,00;CRÉDITO;24/03/2025 20:13
234;Caixa Simulador;40,00;CRÉDITO;24/03/2025 20:08
11814;Caixa Simulador;4,00;PIX;24/03/2025 19:04
22792;Caixa Simulador;38,00;CRÉDITO;24/03/2025 19:02
9848;Caixa Simulador;78,00;PIX;24/03/2025 18:59
718;Caixa Simulador;25,50;PIX;24/03/2025 18:48
32804;Caixa Simulador;32,50;DINHEIRO;24/03/2025 18:46
21375;Caixa Simulador;49,50;DINHEIRO;24/03/2025 18:45
21821;Caixa Simulador;24,00;CRÉDITO;24/03/2025 18:42
9980;Caixa Simulador;95,00;PIX;24/03/2025 18:36
36285;Caixa Simulador;18,00;CRÉDITO;24/03/2025 18:30
28806;Caixa Simulador;36,00;DÉBITO;24/03/2025 18:29
17274;Caixa Simulador;122,00;DÉBITO;24/03/2025 18:16
35712;Caixa Simulador;33,50;PIX;24/03/2025 18:12
18833;Caixa Simulador;54,00;CRÉDITO;24/03/2025 17:59
28007;Caixa Simulador;107,00;PIX;24/03/2025 17:59
12734;Caixa Simulador;57,00;CRÉDITO;24/03/2025 17:50
24991;Caixa Simulador;91,00;PIX;24/03/2025 17:47
11000;Caixa Simulador;118,00;CRÉDITO;24/03/2025 17:46
36247;Caixa Simulador;64,00;DINHEIRO;24/03/2025 17:38
34976;Caixa Simulador;48,00;DINHEIRO;24/03/2025 17:38
39475;Caixa Simulador;106,50;DINHEIRO;24/03/2025 17:26
12005;Caixa Simulador;21,00;PIX;24/03/2025 17:07
26683;Caixa Simulador;74,00;DÉBITO;24/03/2025 17:02
19731;Caixa Simulador;83,00;PIX;24/03/2025 16:55
3056;Caixa Simulador;48,00;PIX;24/03/2025 16:52
19028;Caixa Simulador;68,50;CRÉDITO;24/03/2025 16:50
6294;Caixa Simulador;69,50;CRÉDITO;24/03/2025 16:44
23712;Caixa Simulador;86,00;PIX;24/03/2025 16:39
7790;Caixa Simulador;14,50;CRÉDITO;24/03/2025 16:37
16377;Caixa Simulador;67,00;DINHEIRO;24/03/2025 16:25
37720;Caixa Simulador;55,00;DINHEIRO;24/03/2025 16:05
25557;Caixa Simulador;62,50;PIX;24/03/2025 15:37
27772;Caixa Simulador;14,00;DINHEIRO;24/03/2025 13:35
19268;Caixa Simulador;9,00;DÉBITO;24/03/2025 13:10
31370;Caixa Simulador;68,00;CRÉDITO;24/03/2025 11:12
32244;Caixa Simulador;53,00;DÉBITO;24/03/2025 10:02
33223;Caixa Simulador;36,00;PIX;24/03/2025 09:06
11359;Caixa Simulador;14,00;DINHEIRO;24/03/2025 08:21
17893;Caixa Simulador;45,00;DINHEIRO;24/03/2025 08:19
5846;Caixa Simulador;12,00;CRÉDITO;24/03/2025 08:08
21130;Caixa Simulador;15,00;DÉBITO;24/03/2025 08:06
14791;Caixa Simulador;32,00;PIX;24/03/2025 08:03
11495;Caixa Simulador;9,00;DINHEIRO;24/03/2025 07:55
4145;Caixa Simulador;34,00;DINHEIRO;24/03/2025 07:44
26531;Caixa Simulador;18,00;CRÉDITO;24/03/2025 07:22
17262;Caixa Simulador;51,00;CRÉDITO;24/03/2025 07:15
20118;Caixa Simulador;106,00;PIX;24/03/2025 07:10
33684;Caixa Simulador;41,00;CRÉDITO;24/03/2025 07:01
9895;Caixa Simulador;51,50;DÉBITO;24/03/2025 06:44
17898;Caixa Simulador;68,00;PIX;24/03/2025 06:27
15897;Caixa Simulador;1,00;PIX;24/03/2025 06:22
21537;Caixa Simulador;12,50;DÉBITO;24/03/2025 06:05
29571;Caixa Simulador;15,00;DÉBITO;24/03/2025 06:01
22765;Caixa Simulador;18,00;PIX;24/03/2025 06:01
732;Caixa Simulador;25,00;PIX;24/03/2025 03:10
27122;Caixa Simulador;16,00;DINHEIRO;24/03/2025 02:36
2023;Caixa Simulador;99,00;DINHEIRO;24/03/2025 02:23
33311;Caixa Simulador;28,00;PIX;24/03/2025 02:15
37425;Caixa Simulador;31,50;CRÉDITO;24/03/2025 01:32
2566;Caixa Simulador;71,00;DINHEIRO;23/03/2025 23:56
8989;Caixa Simulador;91,00;CRÉDITO;23/03/2025 23:54
2695;Caixa Simulador;131,00;CRÉDITO;23/03/2025 21:50
3771;Caixa Simulador;7,50;PIX;23/03/2025 20:48
17305;Caixa Simulador;20,00;CRÉDITO;23/03/2025 20:40
28970;Caixa Simulador;12,00;DÉBITO;23/03/2025 20:27
37259;Caixa Simulador;90,00;PIX;23/03/2025 18:54
543;Caixa Simulador;26,00;DÉBITO;23/03/2025 18:16
9318;Caixa Simulador;90,00;PIX;23/03/2025 18:10
26856;Caixa Simulador;44,00;CRÉDITO;23/03/2025 18:03
32485;Caixa Simulador;55,00;DÉBITO;23/03/2025 17:48
5085;Caixa Simulador;106,00;DINHEIRO;23/03/2025 17:46
17473;Caixa Simulador;6,00;PIX;23/03/2025 17:41
1082;Caixa Simulador;86,00;DÉBITO;23/03/2025 17:31
26543;Caixa Simulador;12,00;DINHEIRO;23/03/2025 17:02
9492;Caixa Simulador;29,50;DINHEIRO;23/03/2025 16:57
24110;Caixa Simulador;21,00;DINHEIRO;23/03/2025 16:46
38561;Caixa Simulador;4,50;PIX;23/03/2025 16:30
13533;Caixa Simulador;13,00;DINHEIRO;23/03/2025 16:24
2026;Caixa Simulador;112,00;PIX;23/03/2025 16:19
629;Caixa Simulador;48,00;DÉBITO;23/03/2025 15:33
29016;Caixa Simulador;81,00;CRÉDITO;23/03/2025 14:57
33996;Caixa Simulador;25,00;CRÉDITO;23/03/2025 14:17
32795;Caixa Simulador;92,00;PIX;23/03/2025 14:06
10808;Caixa Simulador;9,50;PIX;23/03/2025 11:27
31740;Caixa Simulador;32,00;DINHEIRO;23/03/2025 10:51
98;Caixa Simulador;55,50;CRÉDITO;23/03/2025 09:22
10540;Caixa Simulador;4,00;PIX;23/03/2025 08:33
12971;Caixa Simulador;78,00;CRÉDITO;23/03/2025 08:20
21145;Caixa Simulador;12,00;DINHEIRO;23/03/2025 08:15
39498;Caixa Simulador;142,00;CRÉDITO;23/03/2025 07:35
35475;Caixa Simulador;46,00;DÉBITO;23/03/2025 07:33
20919;Caixa Simulador;54,00;PIX;23/03/2025 07:30
31146;Caixa Simulador;6,00;DINHEIRO;23/03/2025 07:30
34677;Caixa Simulador;33,50;PIX;23/03/2025 07:25
15722;Caixa Simulador;116,50;DÉBITO;23/03/2025 07:11
21244;Caixa Simulador;75,00;CRÉDITO;23/03/2025 07:11
17418;Caixa Simulador;0,50;PIX;23/03/2025 07:10
10278;Caixa Simulador;66,00;DINHEIRO;23/03/2025 07:08
13144;Caixa Simulador;29,00;PIX;23/03/2025 07:07
9480;Caixa Simulador;42,50;DÉBITO;23/03/2025 07:05
18171;Caixa Simulador;87,00;DÉBITO;23/03/2025 07:03
24117;Caixa Simulador;7,00;DÉBITO;23/03/2025 06:59
8400;Caixa Simulador;20,00;DÉBITO;23/03/2025 06:46
17677;Caixa Simulador;54,00;CRÉDITO;23/03/2025 06:25
17944;Caixa Simulador;19,00;DINHEIRO;23/03/2025 06:25
19090;Caixa Simulador;40,00;PIX;23/03/2025 06:21
8912;Caixa Simulador;13,50;DÉBITO;23/03/2025 06:04
30861;Caixa Simulador;40,00;CRÉDITO;23/03/2025 06:02
6323;Caixa Simulador;109,50;DÉBITO;23/03/2025 04:33
29407;Caixa Simulador;41,00;CRÉDITO;23/03/2025 03:48
6729;Caixa Simulador;14,00;DINHEIRO;23/03/2025 02:07
15690;Caixa Simulador;135,00;PIX;23/03/2025 01:34
18899;Caixa Simulador;7,00;DÉBITO;23/03/2025 01:09
8754;Caixa Simulador;51,00;PIX;23/03/2025 00:16
28605;Caixa Simulador;90,00;CRÉDITO;23/03/2025 00:06
16402;Caixa Simulador;76,00;CRÉDITO;22/03/2025 20:54
20857;Caixa Simulador;22,00;CRÉDITO;22/03/2025 20:49
20190;Caixa Simulador;68,00;CRÉDITO;22/03/2025 18:36
12720;Caixa Simulador;131,00;PIX;22/03/2025 18:22
29297;Caixa Simulador;69,00;CRÉDITO;22/03/2025 18:15
34467;Caixa Simulador;27,00;DÉBITO;22/03/2025 18:13
35241;Caixa Simulador;27,00;PIX;22/03/2025 17:58
25440;Caixa Simulador;53,00;DINHEIRO;22/03/2025 17:56
32213;Caixa Simulador;12,00;DINHEIRO;22/03/2025 17:29
25788;Caixa Simulador;50,00;PIX;22/03/2025 17:21
35495;Caixa Simulador;2,00;PIX;22/03/2025 17:13
8437;Caixa Simulador;81,00;PIX;22/03/2025 17:07
16203;Caixa Simulador;28,00;CRÉDITO;22/03/2025 17:04
22927;Caixa Simulador;53,00;PIX;22/03/2025 16:58
15922;Caixa Simulador;52,00;CRÉDITO;22/03/2025 16:52
7083;Caixa Simulador;16,00;DÉBITO;22/03/2025 16:37
38531;Caixa Simulador;92,00;CRÉDITO;22/03/2025 16:25
23740;Caixa Simulador;73,00;DÉBITO;22/03/2025 16:19
11981;Caixa Simulador;2,50;DINHEIRO;22/03/2025 16:12
5247;Caixa Simulador;0,50;DÉBITO;22/03/2025 16:11
18357;Caixa Simulador;98,50;DINHEIRO;22/03/2025 16:07
11802;Caixa Simulador;24,00;CRÉDITO;22/03/2025 16:07
33034;Caixa Simulador;40,00;PIX;22/03/2025 11:50
39628;Caixa Simulador;136,00;DÉBITO;22/03/2025 09:23
31830;Caixa Simulador;5,50;PIX;22/03/2025 08:57
36293;Caixa Simulador;63,00;CRÉDITO;22/03/2025 08:53
33820;Caixa Simulador;20,00;DÉBITO;22/03/2025 08:41
13171;Caixa Simulador;38,00;DINHEIRO;22/03/2025 08:24
39269;Caixa Simulador;26,00;DÉBITO;22/03/2025 08:11
7452;Caixa Simulador;4,50;DINHEIRO;22/03/2025 08:01
14896;Caixa Simulador;29,00;PIX;22/03/2025 07:52
1599;Caixa Simulador;82,00;DINHEIRO;22/03/2025 07:36
16500;Caixa Simulador;40,00;CRÉDITO;22/03/2025 07:25
13607;Caixa Simulador;6,00;DINHEIRO;22/03/2025 06:57
24864;Caixa Simulador;16,50;DINHEIRO;22/03/2025 06:48
35366;Caixa Simulador;20,00;DÉBITO;22/03/2025 06:40
11244;Caixa Simulador;88,00;DÉBITO;22/03/2025 06:40
34230;Caixa Simulador;12,50;DINHEIRO;22/03/2025 06:33
1637;Caixa Simulador;64,00;PIX;22/03/2025 06:19
17293;Caixa Simulador;60,00;DINHEIRO;22/03/2025 06:09
6170;Caixa Simulador;18,00;CRÉDITO;22/03/2025 06:09
39882;Caixa Simulador;43,50;PIX;22/03/2025 06:01
37557;Caixa Simulador;64,00;DINHEIRO;22/03/2025 06:00
37264;Caixa Simulador;49,00;PIX;22/03/2025 05:57
37447;Caixa Simulador;10,00;DÉBITO;22/03/2025 05:36
10535;Caixa Simulador;42,00;DÉBITO;22/03/2025 05:30
33850;Caixa Simulador;21,00;CRÉDITO;22/03/2025 03:55
35608;Caixa Simulador;80,00;DÉBITO;22/03/2025 02:36
38640;Caixa Simulador;101,00;CRÉDITO;22/03/2025 02:24
2215;Caixa Simulador;38,00;DÉBITO;22/03/2025 01:37
3821;Caixa Simulador;48,00;DÉBITO;22/03/2025 01:30
36327;Caixa Simulador;21,00;PIX;21/03/2025 23:17
24195;Caixa Simulador;109,00;PIX;21/03/2025 21:50
16632;Caixa Simulador;140,00;DINHEIRO;21/03/2025 20:51
10245;Caixa Simulador;38,50;DINHEIRO;21/03/2025 19:57
39931;Caixa Simulador;96,00;PIX;21/03/2025 19:45
20671;Caixa Simulador;31,00;CRÉDITO;21/03/2025 18:59
17916;Caixa Simulador;9,00;CRÉDITO;21/03/2025 18:56
24743;Caixa Simulador;100,00;CRÉDITO;21/03/2025 18:54
6384;Caixa Simulador;124,00;CRÉDITO;21/03/2025 18:51
11004;Caixa Simulador;33,00;DÉBITO;21/03/2025 18:50
2802;Caixa Simulador;20,00;PIX;21/03/2025 18:37
26680;Caixa Simulador;22,50;DÉBITO;21/03/2025 18:30
13699;Caixa Simulador;33,00;CRÉDITO;21/03/2025 18:27
11050;Caixa Simulador;35,50;PIX;21/03/2025 18:27
15675;Caixa Simulador;122,00;DINHEIRO;21/03/2025 18:20
21027;Caixa Simulador;76,00;CRÉDITO;21/03/2025 18:17
37745;Caixa Simulador;43,00;PIX;21/03/2025 18:11
4156;Caixa Simulador;156,00;PIX;21/03/2025 17:57
35505;Caixa Simulador;20,00;PIX;21/03/2025 17:54
16991;Caixa Simulador;24,00;DINHEIRO;21/03/2025 17:38
24524;Caixa Simulador;14,00;PIX;21/03/2025 17:22
1820;Caixa Simulador;42,00;PIX;21/03/2025 17:12
3080;Caixa Simulador;56,00;CRÉDITO;21/03/2025 17:04
10065;Caixa Simulador;111,00;DINHEIRO;21/03/2025 16:52
3818;Caixa Simulador;1,50;PIX;21/03/2025 16:36
5992;Caixa Simulador;28,00;DINHEIRO;21/03/2025 16:34
16732;Caixa Simulador;54,00;PIX;21/03/2025 16:05
27753;Caixa Simulador;27,00;CRÉDITO;21/03/2025 16:01
6646;Caixa Simulador;15,00;PIX;21/03/2025 11:37
9321;Caixa Simulador;102,50;DINHEIRO;21/03/2025 08:54
39916;Caixa Simulador;25,00;DÉBITO;21/03/2025 08:41
10469;Caixa Simulador;36,50;CRÉDITO;21/03/2025 08:37
35874;Caixa Simulador;33,00;DÉBITO;21/03/2025 08:04
17016;Caixa Simulador;11,00;DINHEIRO;21/03/2025 08:03
22016;Caixa Simulador;60,00;DÉBITO;21/03/2025 07:53
14125;Caixa Simulador;2,50;PIX;21/03/2025 07:41
17925;Caixa Simulador;7,00;PIX;21/03/2025 07:06
21810;Caixa Simulador;26,00;CRÉDITO;21/03/2025 07:04
20792;Caixa Simulador;44,00;PIX;21/03/2025 07:02
18478;Caixa Simulador;20,00;DÉBITO;21/03/2025 06:51
13552;Caixa Simulador;33,00;DÉBITO;21/03/2025 06:46
14143;Caixa Simulador;38,00;DINHEIRO;21/03/2025 06:40
36636;Caixa Simulador;36,50;DINHEIRO;21/03/2025 06:39
16783;Caixa Simulador;83,50;DÉBITO;21/03/2025 06:26
36760;Caixa Simulador;75,00;CRÉDITO;21/03/2025 05:03
3308;Caixa Simulador;73,00;PIX;21/03/2025 04:08
14863;Caixa Simulador;10,00;PIX;21/03/2025 03:35
39354;Caixa Simulador;92,00;CRÉDITO;21/03/2025 03:17
28847;Caixa Simulador;110,00;PIX;21/03/2025 03:02
31745;Caixa Simulador;4,50;DINHEIRO;21/03/2025 01:42
1648;Caixa Simulador;20,00;DÉBITO;21/03/2025 00:13
2978;Caixa Simulador;66,50;PIX;20/03/2025 23:49
31222;Caixa Simulador;108,00;DINHEIRO;20/03/2025 22:45
23220;Caixa Simulador;6,00;PIX;20/03/2025 21:43
2426;Caixa Simulador;109,00;PIX;20/03/2025 21:35
25211;Caixa Simulador;68,00;DINHEIRO;20/03/2025 21:20
23165;Caixa Simulador;36,50;DINHEIRO;20/03/2025 20:08
13919;Caixa Simulador;25,50;PIX;20/03/2025 18:44
32463;Caixa Simulador;11,00;CRÉDITO;20/03/2025 18:28
5693;Caixa Simulador;82,00;DINHEIRO;20/03/2025 18:24
592;Caixa Simulador;32,00;DINHEIRO;20/03/2025 18:20
3451;Caixa Simulador;35,00;DÉBITO;20/03/2025 18:18
14504;Caixa Simulador;2,00;DINHEIRO;20/03/2025 18:01
33002;Caixa Simulador;39,00;DINHEIRO;20/03/2025 17:54
17151;Caixa Simulador;53,50;CRÉDITO;20/03/2025 17:53
37555;Caixa Simulador;55,00;DINHEIRO;20/03/2025 17:52
34902;Caixa Simulador;100,00;CRÉDITO;20/03/2025 17:51
17061;Caixa Simulador;6,00;CRÉDITO;20/03/2025 17:20
15768;Caixa Simulador;28,00;DÉBITO;20/03/2025 16:44
38568;Caixa Simulador;12,00;DINHEIRO;20/03/2025 16:24
5734;Caixa Simulador;42,00;DINHEIRO;20/03/2025 15:22
29523;Caixa Simulador;33,50;DÉBITO;20/03/2025 10:06
19559;Caixa Simulador;43,50;DINHEIRO;20/03/2025 09:31
20912;Caixa Simulador;40,00;DÉBITO;20/03/2025 08:59
32245;Caixa Simulador;25,50;DÉBITO;20/03/2025 08:56
39089;Caixa Simulador;30,00;DINHEIRO;20/03/2025 08:54
29520;Caixa Simulador;34,00;DINHEIRO;20/03/2025 08:48
